0,1.00159e-11
0.1,2.15519e-11
0.2,5.67174e-11
0.3,1.51098e-10
0.4,3.96066e-10
0.5,1.01781e-09
0.6,2.56298e-09
0.7,6.32373e-09
0.8,1.52876e-08
0.9,3.62108e-08
1,8.40371e-08
1.1,1.91091e-07
1.2,4.25753e-07
1.3,9.29471e-07
1.4,1.98836e-06
1.5,4.16833e-06
1.6,8.5639e-06
1.7,1.72452e-05
1.8,3.40411e-05
1.9,6.58782e-05
2,0.000125014
2.1,0.000232671
2.2,0.000424811
2.3,0.000761095
2.4,0.00133847
2.5,0.00231134
2.6,0.00392084
2.7,0.00653656
2.8,0.0107149
2.9,0.0172791
3,0.027426
3.1,0.0428628
3.2,0.0659586
3.3,0.0998744
3.4,0.148556
3.5,0.21637
3.6,0.307065
3.7,0.421763
3.8,0.55616
3.9,0.697973
4,0.826719
4.1,0.917766
4.2,0.950428
4.3,0.916451
4.4,0.823658
4.5,0.692239
4.6,0.546192
4.7,0.405141
4.8,0.280165
4.9,0.173872
5,0.0827827
