0,0.863867
0.1,0.938921
0.2,1.09087
0.3,1.32325
0.4,1.64103
0.5,2.05021
0.6,2.55747
0.7,3.16968
0.8,3.8936
0.9,4.73569
1,5.70212
1.1,4.74998
1.2,3.92641
1.3,3.23053
1.4,2.6634
1.5,2.22959
1.6,1.93948
1.7,1.81263
1.8,1.88218
1.9,2.20073
2,2.84767
2.1,3.93828
2.2,5.63459
2.3,8.15792
2.4,11.8027
2.5,16.9515
2.6,24.0894
2.7,33.8187
2.8,46.8708
2.9,64.1167
3,86.5732
3.1,65.6928
3.2,49.2199
3.3,36.5222
3.4,26.9301
3.5,19.7992
3.6,14.5506
3.7,10.6958
3.8,7.84627
3.9,5.71178
4,4.08892
4.1,2.84511
4.2,1.89921
4.3,1.20147
4.4,0.732033
4.5,0.43068
4.6,0.245665
4.7,0.13618
4.8,0.0729207
4.9,0.0364611
5,0.014633
