0,41.6578
0.1,41.799
0.2,42.0808
0.3,42.5017
0.4,43.06
0.5,43.7528
0.6,44.5771
0.7,45.529
0.8,46.604
0.9,47.7974
1,49.1037
1.1,48.5169
1.2,48.0308
1.3,47.6388
1.4,47.3339
1.5,47.1087
1.6,46.956
1.7,46.8679
1.8,46.8369
1.9,46.8551
2,46.9148
2.1,47.0083
2.2,47.128
2.3,47.2666
2.4,47.4169
2.5,47.572
2.6,47.7254
2.7,47.8711
2.8,48.0031
2.9,48.1164
3,48.206
3.1,46.2678
3.2,44.298
3.3,42.2934
3.4,40.2515
3.5,38.1704
3.6,36.0484
3.7,33.8849
3.8,31.6796
3.9,29.4328
4,27.1454
4.1,24.8186
4.2,22.4544
4.3,20.0552
4.4,17.6236
4.5,15.1628
4.6,12.6763
4.7,10.168
4.8,7.64187
4.9,5.10219
5,2.55339
