x,y,value
0,0,4.70877e-41
0.1,0,6.22553e-40
0.2,0,8.52238e-39
0.3,0,1.13087e-37
0.4,0,1.45329e-36
0.5,0,1.80779e-35
0.6,0,2.17547e-34
0.7,0,2.53129e-33
0.8,0,2.84645e-32
0.9,0,3.09239e-31
1,0,3.24584e-30
1.1,0,3.29518e-29
1.2,0,3.21739e-28
1.3,0,3.02015e-27
1.4,0,2.72372e-26
1.5,0,2.35797e-25
1.6,0,1.9576e-24
1.7,0,1.55684e-23
1.8,0,1.18457e-22
1.9,0,8.61185e-22
2,0,5.97318e-21
2.1,0,3.94629e-20
2.2,0,2.47904e-19
2.3,0,1.47794e-18
2.4,0,8.34457e-18
2.5,0,4.45191e-17
2.6,0,2.23886e-16
2.7,0,1.05856e-15
2.8,0,4.69285e-15
2.9,0,1.94558e-14
3,0,7.52914e-14
3.1,0,2.72399e-13
3.2,0,9.0901e-13
3.3,0,2.78556e-12
3.4,0,7.8e-12
3.5,0,1.98464e-11
3.6,0,4.55996e-11
3.7,0,9.39623e-11
3.8,0,1.72373e-10
3.9,0,2.7939e-10
4,0,3.97167e-10
4.1,0,4.91992e-10
4.2,0,5.28692e-10
4.3,0,4.9203e-10
4.4,0,3.97239e-10
4.5,0,2.79487e-10
4.6,0,1.72476e-10
4.7,0,9.40434e-11
4.8,0,4.56039e-11
4.9,0,1.96268e-11
5,0,6.91658e-12
0,0.1,2.83738e-40
0.1,0.1,3.72227e-39
0.2,0.1,5.05893e-38
0.3,0.1,6.66533e-37
0.4,0.1,8.50595e-36
0.5,0.1,1.05081e-34
0.6,0.1,1.25599e-33
0.7,0.1,1.45169e-32
0.8,0.1,1.62168e-31
0.9,0.1,1.75009e-30
1,0.1,1.82386e-29
1.1,0.1,1.8345e-28
1.2,0.1,1.77706e-27
1.3,0.1,1.65595e-26
1.4,0.1,1.48297e-25
1.5,0.1,1.27509e-24
1.6,0.1,1.05153e-23
1.7,0.1,8.30781e-23
1.8,0.1,6.28054e-22
1.9,0.1,4.53701e-21
2,0.1,3.12727e-20
2.1,0.1,2.05348e-19
2.2,0.1,1.2823e-18
2.3,0.1,7.6004e-18
2.4,0.1,4.26721e-17
2.5,0.1,2.26438e-16
2.6,0.1,1.13296e-15
2.7,0.1,5.33139e-15
2.8,0.1,2.35325e-14
2.9,0.1,9.71684e-14
3,0.1,3.74349e-13
3.1,0.1,1.34192e-12
3.2,0.1,4.44601e-12
3.3,0.1,1.35419e-11
3.4,0.1,3.7716e-11
3.5,0.1,9.5499e-11
3.6,0.1,2.18457e-10
3.7,0.1,4.48385e-10
3.8,0.1,8.19759e-10
3.9,0.1,1.32497e-09
4,0.1,1.87951e-09
4.1,0.1,2.32515e-09
4.2,0.1,2.49744e-09
4.3,0.1,2.3253e-09
4.4,0.1,1.87979e-09
4.5,0.1,1.32535e-09
4.6,0.1,8.20164e-10
4.7,0.1,4.48687e-10
4.8,0.1,2.18398e-10
4.9,0.1,9.43659e-11
5,0.1,3.33709e-11
0,0.2,1.83089e-39
0.1,0.2,2.38517e-38
0.2,0.2,3.22072e-37
0.3,0.2,4.21639e-36
0.4,0.2,5.34695e-35
0.5,0.2,6.56461e-34
0.6,0.2,7.79844e-33
0.7,0.2,8.95896e-32
0.8,0.2,9.94751e-31
0.9,0.2,1.06692e-29
1,0.2,1.10469e-28
1.1,0.2,1.10328e-27
1.2,0.2,1.06148e-26
1.3,0.2,9.82718e-26
1.4,0.2,8.74561e-25
1.5,0.2,7.47392e-24
1.6,0.2,6.12684e-23
1.7,0.2,4.81232e-22
1.8,0.2,3.61711e-21
1.9,0.2,2.5982e-20
2,0.2,1.78095e-19
2.1,0.2,1.16306e-18
2.2,0.2,7.22404e-18
2.3,0.2,4.25959e-17
2.4,0.2,2.37948e-16
2.5,0.2,1.25653e-15
2.6,0.2,6.25764e-15
2.7,0.2,2.93156e-14
2.8,0.2,1.28845e-13
2.9,0.2,5.29747e-13
3,0.2,2.03124e-12
3.1,0.2,7.23705e-12
3.2,0.2,2.384e-11
3.3,0.2,7.22349e-11
3.4,0.2,2.00232e-10
3.5,0.2,5.04818e-10
3.6,0.2,1.15029e-09
3.7,0.2,2.35279e-09
3.8,0.2,4.28854e-09
3.9,0.2,6.91432e-09
4,0.2,9.78983e-09
4.1,0.2,1.20969e-08
4.2,0.2,1.2988e-08
4.3,0.2,1.20975e-08
4.4,0.2,9.79105e-09
4.5,0.2,6.91593e-09
4.6,0.2,4.29021e-09
4.7,0.2,2.35393e-09
4.8,0.2,1.14957e-09
4.9,0.2,4.98444e-10
5,0.2,1.76807e-10
0,0.3,1.11745e-38
0.1,0.3,1.44575e-37
0.2,0.3,1.93978e-36
0.3,0.3,2.52349e-35
0.4,0.3,3.18025e-34
0.5,0.3,3.88053e-33
0.6,0.3,4.58188e-32
0.7,0.3,5.23196e-31
0.8,0.3,5.77417e-30
0.9,0.3,6.15521e-29
1,0.3,6.3331e-28
1.1,0.3,6.28413e-27
1.2,0.3,6.00738e-26
1.3,0.3,5.52695e-25
1.4,0.3,4.88876e-24
1.5,0.3,4.15308e-23
1.6,0.3,3.38472e-22
1.7,0.3,2.64332e-21
1.8,0.3,1.97564e-20
1.9,0.3,1.41126e-19
2,0.3,9.6209e-19
2.1,0.3,6.24943e-18
2.2,0.3,3.86133e-17
2.3,0.3,2.26514e-16
2.4,0.3,1.25904e-15
2.5,0.3,6.61637e-15
2.6,0.3,3.27956e-14
2.7,0.3,1.52939e-13
2.8,0.3,6.69176e-13
2.9,0.3,2.73893e-12
3,0.3,1.04521e-11
3.1,0.3,3.70469e-11
3.2,0.3,1.21414e-10
3.3,0.3,3.66106e-10
3.4,0.3,1.01027e-09
3.5,0.3,2.53654e-09
3.6,0.3,5.75808e-09
3.7,0.3,1.17379e-08
3.8,0.3,2.13329e-08
3.9,0.3,3.4312e-08
4,0.3,4.84937e-08
4.1,0.3,5.98536e-08
4.2,0.3,6.42379e-08
4.3,0.3,5.98561e-08
4.4,0.3,4.84984e-08
4.5,0.3,3.43181e-08
4.6,0.3,2.13391e-08
4.7,0.3,1.17415e-08
4.8,0.3,5.75254e-09
4.9,0.3,2.50269e-09
5,0.3,8.90382e-10
0,0.4,6.41874e-38
0.1,0.4,8.2481e-37
0.2,0.4,1.09966e-35
0.3,0.4,1.42164e-34
0.4,0.4,1.78058e-33
0.5,0.4,2.15938e-32
0.6,0.4,2.53421e-31
0.7,0.4,2.87634e-30
0.8,0.4,3.15532e-29
0.9,0.4,3.34317e-28
1,0.4,3.41874e-27
1.1,0.4,3.37135e-26
1.2,0.4,3.20309e-25
1.3,0.4,2.9291e-24
1.4,0.4,2.5755e-23
1.5,0.4,2.17518e-22
1.6,0.4,1.7626e-21
1.7,0.4,1.36875e-20
1.8,0.4,1.01734e-19
1.9,0.4,7.22748e-19
2,0.4,4.90062e-18
2.1,0.4,3.16645e-17
2.2,0.4,1.94629e-16
2.3,0.4,1.13592e-15
2.4,0.4,6.28239e-15
2.5,0.4,3.28541e-14
2.6,0.4,1.62077e-13
2.7,0.4,7.52322e-13
2.8,0.4,3.27665e-12
2.9,0.4,1.33497e-11
3,0.4,5.07053e-11
3.1,0.4,1.7886e-10
3.2,0.4,5.83396e-10
3.3,0.4,1.75111e-09
3.4,0.4,4.81143e-09
3.5,0.4,1.2032e-08
3.6,0.4,2.72135e-08
3.7,0.4,5.52933e-08
3.8,0.4,1.00206e-07
3.9,0.4,1.60793e-07
4,0.4,2.26849e-07
4.1,0.4,2.79679e-07
4.2,0.4,3.00051e-07
4.3,0.4,2.79688e-07
4.4,0.4,2.26865e-07
4.5,0.4,1.60814e-07
4.6,0.4,1.00226e-07
4.7,0.4,5.53012e-08
4.8,0.4,2.71793e-08
4.9,0.4,1.18638e-08
5,0.4,4.23305e-09
0,0.5,3.46036e-37
0.1,0.5,4.41666e-36
0.2,0.5,5.85162e-35
0.3,0.5,7.51819e-34
0.4,0.5,9.35877e-33
0.5,0.5,1.1281e-31
0.6,0.5,1.31596e-30
0.7,0.5,1.48468e-29
0.8,0.5,1.61898e-28
0.9,0.5,1.70513e-27
1,0.5,1.73325e-26
1.1,0.5,1.699e-25
1.2,0.5,1.60461e-24
1.3,0.5,1.45872e-23
1.4,0.5,1.27519e-22
1.5,0.5,1.07083e-21
1.6,0.5,8.62838e-21
1.7,0.5,6.66328e-20
1.8,0.5,4.92549e-19
1.9,0.5,3.48036e-18
2,0.5,2.34734e-17
2.1,0.5,1.50876e-16
2.2,0.5,9.22608e-16
2.3,0.5,5.35748e-15
2.4,0.5,2.94836e-14
2.5,0.5,1.53438e-13
2.6,0.5,7.53345e-13
2.7,0.5,3.48052e-12
2.8,0.5,1.50891e-11
2.9,0.5,6.11941e-11
3,0.5,2.31363e-10
3.1,0.5,8.12379e-10
3.2,0.5,2.63784e-09
3.3,0.5,7.88326e-09
3.4,0.5,2.15709e-08
3.5,0.5,5.37346e-08
3.6,0.5,1.21103e-07
3.7,0.5,2.45276e-07
3.8,0.5,4.43268e-07
3.9,0.5,7.0965e-07
4,0.5,9.99455e-07
4.1,0.5,1.23088e-06
4.2,0.5,1.32005e-06
4.3,0.5,1.23091e-06
4.4,0.5,9.99503e-07
4.5,0.5,7.09711e-07
4.6,0.5,4.43324e-07
4.7,0.5,2.45279e-07
4.8,0.5,1.20921e-07
4.9,0.5,5.29537e-08
5,0.5,1.89479e-08
0,0.6,1.74552e-36
0.1,0.6,2.21313e-35
0.2,0.6,2.91406e-34
0.3,0.6,3.72114e-33
0.4,0.6,4.60413e-32
0.5,0.6,5.51652e-31
0.6,0.6,6.39691e-30
0.7,0.6,7.17447e-29
0.8,0.6,7.77743e-28
0.9,0.6,8.14334e-27
1,0.6,8.22925e-26
1.1,0.6,8.01966e-25
1.2,0.6,7.53026e-24
1.3,0.6,6.80643e-23
1.4,0.6,5.91639e-22
1.5,0.6,4.94048e-21
1.6,0.6,3.95892e-20
1.7,0.6,3.04065e-19
1.8,0.6,2.23557e-18
1.9,0.6,1.57129e-17
2,0.6,1.05422e-16
2.1,0.6,6.74117e-16
2.2,0.6,4.10131e-15
2.3,0.6,2.3697e-14
2.4,0.6,1.29771e-13
2.5,0.6,6.72101e-13
2.6,0.6,3.28425e-12
2.7,0.6,1.5103e-11
2.8,0.6,6.51758e-11
2.9,0.6,2.63124e-10
3,0.6,9.90358e-10
3.1,0.6,3.46202e-09
3.2,0.6,1.11927e-08
3.3,0.6,3.33101e-08
3.4,0.6,9.07837e-08
3.5,0.6,2.25304e-07
3.6,0.6,5.06026e-07
3.7,0.6,1.0217e-06
3.8,0.6,1.84144e-06
3.9,0.6,2.94147e-06
4,0.6,4.13573e-06
4.1,0.6,5.088e-06
4.2,0.6,5.45461e-06
4.3,0.6,5.08807e-06
4.4,0.6,4.13586e-06
4.5,0.6,2.94163e-06
4.6,0.6,1.84157e-06
4.7,0.6,1.02161e-06
4.8,0.6,5.05168e-07
4.9,0.6,2.21926e-07
5,0.6,7.96302e-08
0,0.7,8.21106e-36
0.1,0.7,1.03427e-34
0.2,0.7,1.35357e-33
0.3,0.7,1.71806e-32
0.4,0.7,2.11307e-31
0.5,0.7,2.51687e-30
0.6,0.7,2.90145e-29
0.7,0.7,3.23521e-28
0.8,0.7,3.48685e-27
0.9,0.7,3.62993e-26
1,0.7,3.64726e-25
1.1,0.7,3.53418e-24
1.2,0.7,3.2998e-23
1.3,0.7,2.96596e-22
1.4,0.7,2.56387e-21
1.5,0.7,2.12927e-20
1.6,0.7,1.69703e-19
1.7,0.7,1.29646e-18
1.8,0.7,9.48175e-18
1.9,0.7,6.62969e-17
2,0.7,4.42524e-16
2.1,0.7,2.81537e-15
2.2,0.7,1.70432e-14
2.3,0.7,9.79901e-14
2.4,0.7,5.34027e-13
2.5,0.7,2.75265e-12
2.6,0.7,1.33881e-11
2.7,0.7,6.12834e-11
2.8,0.7,2.63269e-10
2.9,0.7,1.05812e-09
3,0.7,3.96517e-09
3.1,0.7,1.38016e-08
3.2,0.7,4.44341e-08
3.3,0.7,1.31705e-07
3.4,0.7,3.57573e-07
3.5,0.7,8.8421e-07
3.6,0.7,1.97928e-06
3.7,0.7,3.98425e-06
3.8,0.7,7.1621e-06
3.9,0.7,1.14157e-05
4,0.7,1.60243e-05
4.1,0.7,1.96937e-05
4.2,0.7,2.11053e-05
4.3,0.7,1.96939e-05
4.4,0.7,1.60246e-05
4.5,0.7,1.14161e-05
4.6,0.7,7.1623e-06
4.7,0.7,3.98361e-06
4.8,0.7,1.97563e-06
4.9,0.7,8.70609e-07
5,0.7,3.13232e-07
0,0.8,3.58849e-35
0.1,0.8,4.49111e-34
0.2,0.8,5.84255e-33
0.3,0.8,7.37209e-32
0.4,0.8,9.01406e-31
0.5,0.8,1.06744e-29
0.6,0.8,1.22347e-28
0.7,0.8,1.35643e-27
0.8,0.8,1.45367e-26
0.9,0.8,1.50481e-25
1,0.8,1.50356e-24
1.1,0.8,1.44887e-23
1.2,0.8,1.34536e-22
1.3,0.8,1.20267e-21
1.4,0.8,1.03403e-20
1.5,0.8,8.54175e-20
1.6,0.8,6.77191e-19
1.7,0.8,5.14652e-18
1.8,0.8,3.74459e-17
1.9,0.8,2.60493e-16
2,0.8,1.73003e-15
2.1,0.8,1.09521e-14
2.2,0.8,6.59757e-14
2.3,0.8,3.77502e-13
2.4,0.8,2.04756e-12
2.5,0.8,1.05049e-11
2.6,0.8,5.08582e-11
2.7,0.8,2.31752e-10
2.8,0.8,9.91173e-10
2.9,0.8,3.96635e-09
3,0.8,1.47999e-08
3.1,0.8,5.12998e-08
3.2,0.8,1.64491e-07
3.3,0.8,4.85662e-07
3.4,0.8,1.31365e-06
3.5,0.8,3.23706e-06
3.6,0.8,7.22268e-06
3.7,0.8,1.44967e-05
3.8,0.8,2.59929e-05
3.9,0.8,4.13428e-05
4,0.8,5.7941e-05
4.1,0.8,7.11385e-05
4.2,0.8,7.62116e-05
4.3,0.8,7.11389e-05
4.4,0.8,5.79417e-05
4.5,0.8,4.13436e-05
4.6,0.8,2.59929e-05
4.7,0.8,1.44936e-05
4.8,0.8,7.20856e-06
4.9,0.8,3.18619e-06
5,0.8,1.14936e-06
0,0.9,1.4509e-34
0.1,0.9,1.80446e-33
0.2,0.9,2.33377e-32
0.3,0.9,2.92774e-31
0.4,0.9,3.55937e-30
0.5,0.9,4.19109e-29
0.6,0.9,4.77675e-28
0.7,0.9,5.26639e-27
0.8,0.9,5.61272e-26
0.9,0.9,5.77836e-25
1,0.9,5.74217e-24
1.1,0.9,5.5035e-23
1.2,0.9,5.083e-22
1.3,0.9,4.51985e-21
1.4,0.9,3.86571e-20
1.5,0.9,3.17678e-19
1.6,0.9,2.50565e-18
1.7,0.9,1.89459e-17
1.8,0.9,1.37159e-16
1.9,0.9,9.49423e-16
2,0.9,6.27463e-15
2.1,0.9,3.95301e-14
2.2,0.9,2.36996e-13
2.3,0.9,1.34968e-12
2.4,0.9,7.28675e-12
2.5,0.9,3.7214e-11
2.6,0.9,1.7936e-10
2.7,0.9,8.13712e-10
2.8,0.9,3.4651e-09
2.9,0.9,1.38074e-08
3,0.9,5.13073e-08
3.1,0.9,1.77124e-07
3.2,0.9,5.65721e-07
3.3,0.9,1.66402e-06
3.4,0.9,4.48481e-06
3.5,0.9,1.10141e-05
3.6,0.9,2.44984e-05
3.7,0.9,4.90321e-05
3.8,0.9,8.76993e-05
3.9,0.9,0.000139206
4,0.9,0.000194794
4.1,0.9,0.000238934
4.2,0.9,0.00025589
4.3,0.9,0.000238935
4.4,0.9,0.000194796
4.5,0.9,0.000139207
4.6,0.9,8.76978e-05
4.7,0.9,4.90201e-05
4.8,0.9,2.44484e-05
4.9,0.9,1.08378e-05
5,0.9,3.91947e-06
0,1,5.40164e-34
0.1,1,6.67692e-33
0.2,1,8.58647e-32
0.3,1,1.07114e-30
0.4,1,1.29498e-29
0.5,1,1.51641e-28
0.6,1,1.71887e-27
0.7,1,1.8848e-26
0.8,1,1.99797e-25
0.9,1,2.04598e-24
1,1,2.02245e-23
1.1,1,1.92825e-22
1.2,1,1.7717e-21
1.3,1,1.56733e-20
1.4,1,1.33369e-19
1.5,1,1.0905e-18
1.6,1,8.55847e-18
1.7,1,6.43949e-17
1.8,1,4.63923e-16
1.9,1,3.19588e-15
2,1,2.1021e-14
2.1,1,1.31812e-13
2.2,1,7.86604e-13
2.3,1,4.45925e-12
2.4,1,2.39667e-11
2.5,1,1.21859e-10
2.6,1,5.84769e-10
2.7,1,2.64162e-09
2.8,1,1.12019e-08
2.9,1,4.44534e-08
3,1,1.64524e-07
3.1,1,5.65759e-07
3.2,1,1.80018e-06
3.3,1,5.27586e-06
3.4,1,1.41703e-05
3.5,1,3.46873e-05
3.6,1,7.69225e-05
3.7,1,0.000153538
3.8,1,0.000273969
3.9,1,0.000434021
4,1,0.000606441
4.1,1,0.000743173
4.2,1,0.000795659
4.3,1,0.000743174
4.4,1,0.000606443
4.5,1,0.000434022
4.6,1,0.000273961
4.7,1,0.000153497
4.8,1,7.67602e-05
4.9,1,3.41229e-05
5,1,1.23708e-05
0,1.1,1.84192e-33
0.1,1.1,2.26332e-32
0.2,1.1,2.89463e-31
0.3,1.1,3.59135e-30
0.4,1.1,4.31848e-29
0.5,1.1,5.02994e-28
0.6,1.1,5.67138e-27
0.7,1.1,6.18631e-26
0.8,1.1,6.52374e-25
0.9,1.1,6.64621e-24
1,1.1,6.53631e-23
1.1,1.1,6.20045e-22
1.2,1.1,5.66859e-21
