0,1.04691e-08
0.1,1.61639e-08
0.2,3.02925e-08
0.3,5.94716e-08
0.4,1.16868e-07
0.5,2.27305e-07
0.6,4.36439e-07
0.7,8.26802e-07
0.8,1.5453e-06
0.9,2.84959e-06
1,5.18493e-06
1.1,9.30981e-06
1.2,1.64979e-05
1.3,2.88576e-05
1.4,4.98311e-05
1.5,8.49613e-05
1.6,0.000143054
1.7,0.000237914
1.8,0.000390912
1.9,0.000634711
2,0.00101864
2.1,0.00161636
2.2,0.00253659
2.3,0.00393813
2.4,0.00605063
2.5,0.00920286
2.6,0.0138612
2.7,0.0206809
2.8,0.0305745
2.9,0.0448001
3,0.0650716
3.1,0.0936751
3.2,0.133486
3.3,0.187855
3.4,0.260176
3.5,0.353033
3.6,0.466874
3.7,0.598456
3.8,0.739569
3.9,0.87683
4,0.993223
4.1,1.07149
4.2,1.09852
4.3,1.06906
4.4,0.987216
4.5,0.864936
4.6,0.718182
4.7,0.562476
4.8,0.409397
4.9,0.264937
5,0.129645
