x,y,value
0,0,0.0787244
0.1,0,0.0788889
0.2,0,0.0792173
0.3,0,0.0797084
0.4,0,0.0803603
0.5,0,0.0811705
0.6,0,0.0821359
0.7,0,0.0832529
0.8,0,0.0845173
0.9,0,0.0859242
1,0,0.0874681
1.1,0,0.0891433
1.2,0,0.0909431
1.3,0,0.0928607
1.4,0,0.0948885
1.5,0,0.0970187
1.6,0,0.0992429
1.7,0,0.101552
1.8,0,0.103938
1.9,0,0.106391
2,0,0.1089
2.1,0,0.111457
2.2,0,0.114051
2.3,0,0.116671
2.4,0,0.119308
2.5,0,0.121951
2.6,0,0.12459
2.7,0,0.127214
2.8,0,0.129813
2.9,0,0.132378
3,0,0.134898
3.1,0,0.137365
3.2,0,0.139768
3.3,0,0.142099
3.4,0,0.144349
3.5,0,0.146511
3.6,0,0.148577
3.7,0,0.150538
3.8,0,0.152389
3.9,0,0.154124
4,0,0.155735
4.1,0,0.157218
4.2,0,0.158567
4.3,0,0.159778
4.4,0,0.160847
4.5,0,0.16177
4.6,0,0.162544
4.7,0,0.163166
4.8,0,0.163634
4.9,0,0.163948
5,0,0.164105
0,0.1,0.0788889
0.1,0.1,0.0790538
0.2,0.1,0.079383
0.3,0.1,0.0798753
0.4,0.1,0.0805287
0.5,0.1,0.0813409
0.6,0.1,0.0823086
0.7,0.1,0.0834284
0.8,0.1,0.0846958
0.9,0.1,0.0861061
1,0.1,0.0876538
1.1,0.1,0.0893331
1.2,0.1,0.0911373
1.3,0.1,0.0930596
1.4,0.1,0.0950924
1.5,0.1,0.0972279
1.6,0.1,0.0994576
1.7,0.1,0.101773
1.8,0.1,0.104164
1.9,0.1,0.106623
2,0.1,0.109139
2.1,0.1,0.111702
2.2,0.1,0.114302
2.3,0.1,0.116928
2.4,0.1,0.119571
2.5,0.1,0.12222
2.6,0.1,0.124865
2.7,0.1,0.127495
2.8,0.1,0.1301
2.9,0.1,0.13267
3,0.1,0.135195
3.1,0.1,0.137666
3.2,0.1,0.140074
3.3,0.1,0.142409
3.4,0.1,0.144663
3.5,0.1,0.146829
3.6,0.1,0.148898
3.7,0.1,0.150862
3.8,0.1,0.152716
3.9,0.1,0.154453
4,0.1,0.156066
4.1,0.1,0.157551
4.2,0.1,0.158902
4.3,0.1,0.160114
4.4,0.1,0.161184
4.5,0.1,0.162108
4.6,0.1,0.162883
4.7,0.1,0.163506
4.8,0.1,0.163975
4.9,0.1,0.164289
5,0.1,0.164446
0,0.2,0.0792173
0.1,0.2,0.079383
0.2,0.2,0.0797138
0.3,0.2,0.0802084
0.4,0.2,0.080865
0.5,0.2,0.081681
0.6,0.2,0.0826534
0.7,0.2,0.0837786
0.8,0.2,0.0850521
0.9,0.2,0.0864693
1,0.2,0.0880245
1.1,0.2,0.089712
1.2,0.2,0.0915251
1.3,0.2,0.0934568
1.4,0.2,0.0954996
1.5,0.2,0.0976456
1.6,0.2,0.0998863
1.7,0.2,0.102213
1.8,0.2,0.104616
1.9,0.2,0.107087
2,0.2,0.109615
2.1,0.2,0.11219
2.2,0.2,0.114803
2.3,0.2,0.117442
2.4,0.2,0.120097
2.5,0.2,0.122759
2.6,0.2,0.125415
2.7,0.2,0.128057
2.8,0.2,0.130673
2.9,0.2,0.133253
3,0.2,0.135789
3.1,0.2,0.138269
3.2,0.2,0.140686
3.3,0.2,0.143029
3.4,0.2,0.145291
3.5,0.2,0.147464
3.6,0.2,0.149539
3.7,0.2,0.151509
3.8,0.2,0.153369
3.9,0.2,0.15511
4,0.2,0.156728
4.1,0.2,0.158216
4.2,0.2,0.159571
4.3,0.2,0.160786
4.4,0.2,0.161859
4.5,0.2,0.162785
4.6,0.2,0.163562
4.7,0.2,0.164186
4.8,0.2,0.164656
4.9,0.2,0.164971
5,0.2,0.165128
0,0.3,0.0797084
0.1,0.3,0.0798753
0.2,0.3,0.0802084
0.3,0.3,0.0807065
0.4,0.3,0.0813678
0.5,0.3,0.0821897
0.6,0.3,0.0831691
0.7,0.3,0.0843023
0.8,0.3,0.085585
0.9,0.3,0.0870124
1,0.3,0.088579
1.1,0.3,0.0902787
1.2,0.3,0.092105
1.3,0.3,0.0940509
1.4,0.3,0.0961088
1.5,0.3,0.0982706
1.6,0.3,0.100528
1.7,0.3,0.102872
1.8,0.3,0.105293
1.9,0.3,0.107781
2,0.3,0.110328
2.1,0.3,0.112922
2.2,0.3,0.115553
2.3,0.3,0.118211
2.4,0.3,0.120885
2.5,0.3,0.123564
2.6,0.3,0.126239
2.7,0.3,0.128898
2.8,0.3,0.13153
2.9,0.3,0.134127
3,0.3,0.136677
3.1,0.3,0.139172
3.2,0.3,0.141602
3.3,0.3,0.143958
3.4,0.3,0.146231
3.5,0.3,0.148414
3.6,0.3,0.150499
3.7,0.3,0.152478
3.8,0.3,0.154345
3.9,0.3,0.156094
4,0.3,0.157718
4.1,0.3,0.159212
4.2,0.3,0.160571
4.3,0.3,0.161791
4.4,0.3,0.162868
4.5,0.3,0.163797
4.6,0.3,0.164576
4.7,0.3,0.165203
4.8,0.3,0.165674
4.9,0.3,0.16599
5,0.3,0.166148
0,0.4,0.0803603
0.1,0.4,0.0805287
0.2,0.4,0.080865
0.3,0.4,0.0813678
0.4,0.4,0.0820352
0.5,0.4,0.0828649
0.6,0.4,0.0838536
0.7,0.4,0.0849976
0.8,0.4,0.0862925
0.9,0.4,0.0877335
1,0.4,0.0893151
1.1,0.4,0.0910312
1.2,0.4,0.0928752
1.3,0.4,0.09484
1.4,0.4,0.0969179
1.5,0.4,0.0991008
1.6,0.4,0.10138
1.7,0.4,0.103747
1.8,0.4,0.106191
1.9,0.4,0.108704
2,0.4,0.111276
2.1,0.4,0.113895
2.2,0.4,0.116551
2.3,0.4,0.119234
2.4,0.4,0.121933
2.5,0.4,0.124637
2.6,0.4,0.127335
2.7,0.4,0.130017
2.8,0.4,0.132672
2.9,0.4,0.135289
3,0.4,0.13786
3.1,0.4,0.140373
