0,2.74831e-14
0.1,2.74911e-14
0.2,2.75069e-14
0.3,2.75299e-14
0.4,2.75593e-14
0.5,2.75939e-14
0.6,2.76324e-14
0.7,2.76732e-14
0.8,2.77145e-14
0.9,2.77542e-14
1,2.77901e-14
1.1,2.78197e-14
1.2,2.78404e-14
1.3,2.78495e-14
1.4,2.78442e-14
1.5,2.78215e-14
1.6,2.77785e-14
1.7,2.77122e-14
1.8,2.76194e-14
1.9,2.74974e-14
2,2.73429e-14
2.1,2.71533e-14
2.2,2.69258e-14
2.3,2.66577e-14
2.4,2.63465e-14
2.5,2.59901e-14
2.6,2.55862e-14
2.7,2.51331e-14
2.8,2.46292e-14
2.9,2.40732e-14
3,2.3464e-14
3.1,2.28009e-14
3.2,2.20836e-14
3.3,2.1312e-14
3.4,2.04864e-14
3.5,1.96072e-14
3.6,1.86756e-14
3.7,1.76927e-14
3.8,1.66602e-14
3.9,1.55801e-14
4,1.44546e-14
4.1,1.32863e-14
4.2,1.2078e-14
4.3,1.0833e-14
4.4,9.55466e-15
4.5,8.24655e-15
4.6,6.91255e-15
4.7,5.5567e-15
4.8,4.18316e-15
4.9,2.79625e-15
5,1.40038e-15
