0,3.14677
0.1,3.2541
0.2,3.47036
0.3,3.7989
0.4,4.24485
0.5,4.81543
0.6,5.52019
0.7,6.37143
0.8,7.38464
0.9,8.57906
1,9.97829
1.1,9.40729
1.2,9.1072
1.3,9.12275
1.4,9.50677
1.5,10.321
1.6,11.6362
1.7,13.5317
1.8,16.0933
1.9,19.4102
2,23.5706
2.1,28.6542
2.2,34.7239
2.3,41.8148
2.4,49.9212
2.5,58.9832
2.6,68.8716
2.7,79.3748
2.8,90.1877
2.9,100.904
3,111.019
3.1,102.112
3.2,92.4567
3.3,82.5423
3.4,72.7682
3.5,63.4384
3.6,54.7664
3.7,46.8838
3.8,39.8527
3.9,33.6783
4,28.3215
4.1,23.7097
4.2,19.7475
4.3,16.326
4.4,13.3339
4.5,10.6709
4.6,8.26172
4.7,6.10716
4.8,4.20912
4.9,2.57202
5,1.18452
