x,y,value
0,0,0.000601799
0.1,0,0.00134097
0.2,0,0.00348482
0.3,0,0.00872847
0.4,0,0.0205743
0.5,0,0.0456021
0.6,0,0.0953748
0.7,0,0.189523
0.8,0,0.362213
0.9,0,0.680094
1,0,1.30075
1.1,0,0.680094
1.2,0,0.362213
1.3,0,0.189523
1.4,0,0.095375
1.5,0,0.0456028
1.6,0,0.020577
1.7,0,0.00873813
1.8,0,0.00351738
1.9,0,0.00144384
2,0,0.000906152
2.1,0,0.00144384
2.2,0,0.00351738
2.3,0,0.00873813
2.4,0,0.020577
2.5,0,0.0456028
2.6,0,0.095375
2.7,0,0.189523
2.8,0,0.362213
2.9,0,0.680094
3,0,1.30075
3.1,0,0.680094
3.2,0,0.362213
3.3,0,0.189523
3.4,0,0.0953747
3.5,0,0.0456018
3.6,0,0.0205734
3.7,0,0.00872484
3.8,0,0.00347153
3.9,0,0.00129511
4,0,0.000453076
4.1,0,0.000148724
4.2,0,4.5852e-05
4.3,0,1.33004e-05
4.4,0,3.67284e-06
4.5,0,1.13933e-06
4.6,0,1.10495e-06
4.7,0,3.58948e-06
4.8,0,1.34763e-05
4.9,0,4.84221e-05
5,0,0.000164506
0,0.1,0.000528614
0.1,0.1,0.00117396
0.2,0.1,0.00303693
0.3,0.1,0.00755826
0.4,0.1,0.0176497
0.5,0.1,0.0385641
0.6,0.1,0.0788332
0.7,0.1,0.150699
0.8,0.1,0.268329
0.9,0.1,0.437201
1,0.1,0.605106
1.1,0.1,0.437201
1.2,0.1,0.268329
1.3,0.1,0.150699
1.4,0.1,0.0788334
1.5,0.1,0.0385648
1.6,0.1,0.0176521
1.7,0.1,0.00756678
1.8,0.1,0.0030656
1.9,0.1,0.00126441
2,0.1,0.000795539
2.1,0.1,0.00126441
2.2,0.1,0.0030656
2.3,0.1,0.00756678
2.4,0.1,0.0176521
2.5,0.1,0.0385648
2.6,0.1,0.0788334
2.7,0.1,0.150699
2.8,0.1,0.268329
2.9,0.1,0.437201
3,0.1,0.605106
3.1,0.1,0.437201
3.2,0.1,0.268329
3.3,0.1,0.150699
3.4,0.1,0.0788332
3.5,0.1,0.0385639
3.6,0.1,0.0176489
3.7,0.1,0.00755506
