0,0.51537
0.1,0.579053
0.2,0.709189
0.3,0.911088
0.4,1.19216
0.5,1.56131
0.6,2.02819
0.7,2.6024
0.8,3.29274
0.9,4.10655
1,5.04935
1.1,4.10926
1.2,3.29917
1.3,2.61493
1.4,2.05133
1.5,1.6031
1.6,1.2666
1.7,1.04212
1.8,0.937104
1.9,0.970548
2,1.17896
2.1,1.62438
2.2,2.40511
2.3,3.66965
2.4,5.63449
2.5,8.6063
2.6,13.009
2.7,19.4164
2.8,28.5919
2.9,41.5378
3,59.5608
3.1,42.4368
3.2,29.8472
3.3,20.7836
3.4,14.3752
3.5,9.90695
3.6,6.81789
3.7,4.6869
3.8,3.21075
3.9,2.17935
4,1.4524
4.1,0.938989
4.2,0.580599
4.3,0.342868
4.4,0.195695
4.5,0.108324
4.6,0.058431
4.7,0.0308165
4.8,0.0158237
4.9,0.00767243
5,0.00303423
