0,3.30033e-07
0.1,4.37985e-07
0.2,6.84482e-07
0.3,1.138e-06
0.4,1.92089e-06
0.5,3.23704e-06
0.6,5.41629e-06
0.7,8.98325e-06
0.8,1.4762e-05
0.9,2.40331e-05
1,3.87668e-05
1.1,6.19649e-05
1.2,9.81586e-05
1.3,0.000154125
1.4,0.000239912
1.5,0.000370283
1.6,0.000566756
1.7,0.000860433
1.8,0.00129591
1.9,0.00193664
2,0.00287224
2.1,0.0042283
2.2,0.00617962
2.3,0.00896765
2.4,0.0129236
2.5,0.0184988
2.6,0.0263033
2.7,0.0371573
2.8,0.0521545
2.9,0.0727427
3,0.100819
3.1,0.13882
3.2,0.189696
3.3,0.256682
3.4,0.342696
3.5,0.449299
3.6,0.575404
3.7,0.716116
3.8,0.862207
3.9,1.00064
4,1.11632
4.1,1.19474
4.2,1.22504
4.3,1.20226
4.4,1.12838
4.5,1.0114
4.6,0.863083
4.7,0.696022
4.8,0.520948
4.9,0.345045
5,0.171468
