0,3.40465e-36
0.1,1.35016e-34
0.2,4.80073e-33
0.3,1.51332e-31
0.4,4.26326e-30
0.5,1.08052e-28
0.6,2.4776e-27
0.7,5.16394e-26
0.8,9.82263e-25
0.9,1.71106e-23
1,2.7376e-22
1.1,4.03317e-21
1.2,5.4833e-20
1.3,6.89235e-19
1.4,8.02266e-18
1.5,8.65935e-17
1.6,8.67688e-16
1.7,8.07916e-15
1.8,6.99564e-14
1.9,5.63652e-13
2,4.22782e-12
2.1,2.95314e-11
2.2,1.92131e-10
2.3,1.16437e-09
2.4,6.57282e-09
2.5,3.45561e-08
2.6,1.69169e-07
2.7,7.70937e-07
2.8,3.26948e-06
2.9,1.28987e-05
3,4.73227e-05
3.1,0.000161403
3.2,0.000511654
3.3,0.00150739
3.4,0.00412767
3.5,0.010509
3.6,0.0248858
3.7,0.0547971
3.8,0.111862
3.9,0.209558
4,0.351539
4.1,0.504356
4.2,0.579233
4.3,0.504356
4.4,0.351539
4.5,0.209557
4.6,0.111858
4.7,0.0547842
4.8,0.0248384
4.9,0.0103476
5,0.00361602
