0,0.0607602
0.1,0.0840777
0.2,0.135742
0.3,0.225817
0.4,0.36927
0.5,0.585467
0.6,0.89707
0.7,1.3282
0.8,1.90196
0.9,2.63763
1,3.54803
1.1,2.63765
1.2,1.90201
1.3,1.32832
1.4,0.897341
1.5,0.586081
1.6,0.370613
1.7,0.228651
1.8,0.141519
1.9,0.0954955
2,0.0827141
2.1,0.102037
2.2,0.160446
2.3,0.275758
2.4,0.48189
2.5,0.83861
2.6,1.44876
2.7,2.48713
2.8,4.24627
2.9,7.20514
3,12.1266
3.1,7.25075
3.2,4.29754
3.3,2.53488
3.4,1.49255
3.5,0.879136
3.6,0.518691
3.7,0.306606
3.8,0.181203
3.9,0.106355
4,0.0611476
4.1,0.0336926
4.2,0.0172828
4.3,0.00822724
4.4,0.00369898
4.5,0.00158286
4.6,0.000650753
4.7,0.000258959
4.8,0.000100025
4.9,3.71165e-05
5,1.2017e-05
