0,2.42911e-06
0.1,2.97913e-06
0.2,4.18612e-06
0.3,6.28133e-06
0.4,9.65722e-06
0.5,1.49287e-05
0.6,2.30263e-05
0.7,3.53325e-05
0.8,5.38771e-05
0.9,8.16138e-05
1,0.000122807
1.1,0.00018357
1.2,0.000272605
1.3,0.000402218
1.4,0.000589697
1.5,0.000859172
1.6,0.0012441
1.7,0.0017906
1.8,0.00256179
1.9,0.00364357
2,0.00515203
2.1,0.00724314
2.2,0.010125
2.3,0.0140737
2.4,0.0194528
2.5,0.0267382
2.6,0.0365489
2.7,0.0496837
2.8,0.0671662
2.9,0.0902983
3,0.120721
3.1,0.160477
3.2,0.212039
3.3,0.278223
3.4,0.361828
3.5,0.464844
3.6,0.587242
3.7,0.725662
3.8,0.87258
3.9,1.01645
4,1.14302
4.1,1.23768
4.2,1.28812
4.3,1.28677
4.4,1.23212
4.5,1.12858
4.6,0.984891
4.7,0.811792
4.8,0.619694
4.9,0.416999
5,0.209372
