0,0.00217404
0.1,0.00480203
0.2,0.0123346
0.3,0.0304177
0.4,0.070184
0.5,0.151015
0.6,0.302916
0.7,0.566779
0.8,0.990678
0.9,1.62158
1,2.49425
1.1,1.62158
1.2,0.990678
1.3,0.56678
1.4,0.302917
1.5,0.151017
1.6,0.0701939
1.7,0.0304529
1.8,0.0124531
1.9,0.00517469
2,0.00326947
2.1,0.00517689
2.2,0.0124643
2.3,0.0305056
2.4,0.0704261
2.5,0.151981
2.6,0.306677
2.7,0.580534
2.8,1.03778
2.9,1.77229
3,2.9441
3.1,1.77225
3.2,1.0376
3.3,0.580776
3.4,0.307618
3.5,0.153518
3.6,0.0722199
3.7,0.0321706
3.8,0.0136677
3.9,0.00557247
4,0.00217388
4.1,0.000793168
4.2,0.000257473
4.3,7.40726e-05
4.4,1.96805e-05
4.5,4.90085e-06
4.6,1.1567e-06
4.7,2.60051e-07
4.8,5.57319e-08
4.9,1.13647e-08
5,2.13663e-09
