t = 0:
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0

t = 0.1:
0,0,0.00277341
0,1,0.102569
0,2,0.0027375
0,3,4.81953e-05
0,4,5.83976e-07
0,5,-4.69055e-09
1,0,0.102569
1,1,4.57861
1,2,0.101254
1,3,0.00270204
1,4,4.76816e-05
1,5,-5.17192e-07
2,0,0.0027375
2,1,0.101254
2,2,0.00540292
2,3,0.101256
2,4,0.00270118
2,5,-3.66443e-05
3,0,4.81953e-05
3,1,0.00270205
3,2,0.101258
3,3,4.57912
3,4,0.101196
3,5,-0.00138724
4,0,5.84023e-07
4,1,4.76885e-05
4,2,0.00270182
4,3,0.101222
4,4,0.00270089
4,5,-3.66428e-05
5,0,4.62047e-09
5,1,5.07e-07
5,2,3.57661e-05
5,3,0.00135103
5,4,3.58307e-05
5,5,-4.45399e-07
6,0,2.32739e-11
6,1,3.38658e-09
6,2,2.92783e-07
6,3,1.22138e-05
6,4,1.22162e-05
6,5,-3.02231e-07
7,0,1.3446e-11
7,1,3.07712e-09
7,2,4.36201e-07
7,3,3.58548e-05
7,4,0.00135224
7,5,-3.71125e-05
8,0,1.53678e-09
8,1,2.89777e-07
8,2,3.57821e-05
8,3,0.00270463
8,4,0.101518
8,5,-0.00281465
9,0,7.27457e-08
9,1,1.19263e-05
9,2,0.0013522
9,3,0.101545
9,4,4.62559
9,5,-0.105671
10,0,-1.5774e-09
10,1,-2.99121e-07
10,2,-3.71145e-05
10,3,-0.00281432
10,4,-0.105671
10,5,0.00292785

t = 0.2:
0,0,0.0236132
0,1,0.387603
0,2,0.022901
0,3,0.000967052
0,4,3.09257e-05
0,5,-7.68911e-07
1,0,0.387603
1,1,8.35461
1,2,0.377206
1,3,0.0222134
1,4,0.000939579
1,5,-2.80777e-05
2,0,0.022901
2,1,0.377205
2,2,0.0443664
2,3,0.377398
2,4,0.0221692
2,5,-0.000752268
3,0,0.000967061
3,1,0.0222142
3,2,0.37749
3,3,8.37007
3,4,0.376211
3,5,-0.0118374
4,0,3.09527e-05
4,1,0.000940769
4,2,0.0222152
4,3,0.376784
4,4,0.0221546
4,5,-0.000752028
5,0,7.29595e-07
5,1,2.6459e-05
5,2,0.000705566
5,3,0.0111086
5,4,0.000708022
5,5,-2.44071e-05
6,0,1.29066e-08
6,1,5.34117e-07
6,2,1.56001e-05
6,3,0.000250633
6,4,0.000251368
6,5,-1.71858e-05
7,0,7.49723e-09
7,1,4.85305e-07
7,2,2.29854e-05
7,3,0.000713149
7,4,0.0112181
7,5,-0.000781915
8,0,2.41682e-07
8,1,1.51647e-05
8,2,0.000709459
8,3,0.0224543
8,4,0.386369
8,5,-0.0247284
9,0,3.83642e-06
9,1,0.000236381
9,2,0.0112315
9,3,0.388663
9,4,9.00046
9,5,-0.421835
10,0,-2.64919e-07
10,1,-1.66899e-05
10,2,-0.000782858
10,3,-0.0246992
10,4,-0.421881
10,5,0.0271351

t = 0.3:
0,0,0.075596
0,1,0.798181
0,2,0.0721215
0,3,0.00477493
0,4,0.000245259
0,5,-1.04878e-05
1,0,0.798181
1,1,11.5022
1,2,0.767212
1,3,0.0688584
1,4,0.00455533
1,5,-0.000228485
2,0,0.0721215
2,1,0.767212
2,2,0.137243
2,3,0.769219
2,4,0.0685269
2,5,-0.00380107
3,0,0.00477514
3,1,0.0688693
3,2,0.770117
3,3,11.6038
3,4,0.763424
3,5,-0.0380711
4,0,0.000245894
4,1,0.00457232
4,2,0.0690044
4,3,0.766662
4,4,0.0684121
4,5,-0.00379787
5,0,9.58946e-06
5,1,0.000207108
5,2,0.00342977
5,3,0.0344571
5,4,0.00344065
5,5,-0.00020048
6,0,2.9165e-07
6,1,7.01377e-06
6,2,0.000124641
6,3,0.00126614
6,4,0.00128132
6,5,-0.000147199
7,0,1.70787e-07
7,1,6.3971e-06
7,2,0.000182732
7,3,0.00352786
7,4,0.0356851
7,5,-0.00409871
8,0,3.17759e-06
8,1,0.000119789
8,2,0.00350035
8,3,0.0715293
8,4,0.829948
8,5,-0.08332
9,0,3.05201e-05
9,1,0.00116624
9,2,0.0358582
9,3,0.847914
9,4,14.2624
9,5,-0.944584
10,0,-3.7238e-06
10,1,-0.000140815
10,2,-0.00411888
10,3,-0.0828305
10,4,-0.945272
10,5,0.0955694

t = 0.4:
0,0,0.16585
0,1,1.29345
0,2,0.155825
0,3,0.0139517
0,4,0.000979472
0,5,-6.05176e-05
1,0,1.29345
1,1,14.1546
1,2,1.2301
1,3,0.14673
1,4,0.0130702
1,5,-0.000937259
2,0,0.155825
2,1,1.2301
2,2,0.291595
2,3,1.23988
2,4,0.145504
2,5,-0.011371
3,0,0.0139536
3,1,0.146797
3,2,1.24425
3,3,14.5178
3,4,1.22313
3,5,-0.0841602
4,0,0.000984667
4,1,0.0131718
4,2,0.1479
4,3,1.23415
4,4,0.145045
4,5,-0.0113524
5,0,5.33451e-05
5,1,0.000817862
5,2,0.00988603
5,3,0.0735409
5,4,0.00989174
5,5,-0.000830247
6,0,2.30398e-06
6,1,3.90009e-05
6,2,0.000502434
6,3,0.00379074
6,4,0.00390027
6,5,-0.00064011
7,0,1.3653e-06
7,1,3.58953e-05
7,2,0.000738625
7,3,0.0104696
7,4,0.0796803
7,5,-0.0129039
8,0,1.77931e-05
8,1,0.00048145
8,2,0.0103647
8,3,0.159949
8,4,1.45754
8,5,-0.196965
9,0,0.000123471
9,1,0.00345591
9,2,0.080542
9,3,1.53082
9,4,21.5486
9,5,-1.71123
10,0,-2.23342e-05
10,1,-0.000606398
10,2,-0.013047
10,3,-0.193406
10,4,-1.71567
10,5,0.23223

t = 0.5:
0,0,0.297457
0,1,1.84423
0,2,0.275532
0,3,0.0309191
0,4,0.00273462
0,5,-0.000224218
1,0,1.84422
1,1,16.4146
1,2,1.73803
1,3,0.256486
1,4,0.0284535
1,5,-0.0026908
2,0,0.275532
2,1,1.73804
2,2,0.507864
2,3,1.76973
2,4,0.253378
2,5,-0.0258215
3,0,0.0309292
3,1,0.256762
3,2,1.7844
3,3,17.3488
3,4,1.73299
3,5,-0.152647
4,0,0.0027594
4,1,0.0288401
4,2,0.261508
4,3,1.76174
4,4,0.252095
4,5,-0.025751
5,0,0.000190638
5,1,0.00226247
5,2,0.0216717
5,3,0.128946
5,4,0.0215741
5,5,-0.00240734
6,0,1.0677e-05
6,1,0.000139428
6,2,0.00141941
6,3,0.00863077
6,4,0.00909018
6,5,-0.00196468
7,0,6.43013e-06
7,1,0.000130238
7,2,0.00210915
7,3,0.0239093
7,4,0.148913
7,5,-0.0313289
8,0,6.44692e-05
8,1,0.00136819
8,2,0.0236229
8,3,0.29948
8,4,2.32235
8,5,-0.389198
