t = 0:
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0

t = 0.1:
0,0,7.66335e-13
0,1,6.24314e-11
0,2,5.13484e-10
0,3,3.43283e-10
0,4,8.30131e-12
0,5,-9.22041e-14
1,0,6.91644e-11
1,1,7.33865e-09
1,2,5.9731e-08
1,3,4.05869e-08
1,4,1.00734e-09
1,5,-1.26189e-11
2,0,1.53296e-09
2,1,1.28205e-07
2,2,4.42702e-06
2,3,3.56328e-06
2,4,8.01343e-08
2,5,-1.03187e-09
3,0,5.07356e-08
3,1,4.43748e-06
3,2,0.000280214
3,3,0.000228384
3,4,3.56214e-06
3,5,-4.15213e-08
4,0,5.14128e-08
4,1,5.02198e-06
4,2,0.000349268
4,3,0.000280146
4,4,4.37815e-06
4,5,-5.10637e-08
5,0,1.11272e-09
5,1,1.01044e-07
5,2,4.99945e-06
5,3,4.38973e-06
5,4,9.94143e-08
5,5,-1.29196e-09
6,0,1.15058e-11
6,1,1.12256e-09
6,2,5.22972e-08
6,3,1.00486e-07
6,4,6.02159e-08
6,5,-2.02508e-09
7,0,1.87139e-11
7,1,2.17351e-09
7,2,1.49042e-07
7,3,4.95172e-06
7,4,5.27216e-06
7,5,-1.82954e-07
8,0,1.44653e-09
8,1,1.47407e-07
8,2,9.69168e-06
8,3,0.000348686
8,4,0.000345584
8,5,-1.0858e-05
9,0,4.92274e-08
9,1,4.79825e-06
9,2,0.000340395
9,3,0.0170535
9,4,0.0160374
9,5,-0.000350317
10,0,-1.49567e-09
10,1,-1.52791e-07
10,2,-1.00001e-05
10,3,-0.000351203
10,4,-0.000352977
10,5,1.13146e-05

t = 0.2:
0,0,6.18617e-10
0,1,1.60715e-08
0,2,9.3937e-08
0,3,6.65671e-08
0,4,4.69841e-09
0,5,-1.93689e-10
1,0,1.96303e-08
1,1,6.80284e-07
1,2,4.10553e-06
1,3,2.90324e-06
1,4,1.87149e-07
1,5,-7.40548e-09
2,0,2.78833e-07
2,1,8.6548e-06
2,2,0.000130002
2,3,0.000104966
2,4,5.61183e-06
2,5,-2.01573e-07
3,0,3.70085e-06
3,1,0.000131736
3,2,0.00363942
3,3,0.00299098
3,4,0.000104764
3,5,-3.08852e-06
4,0,4.73442e-06
4,1,0.000175109
4,2,0.00508039
4,3,0.00363488
4,4,0.000126994
4,5,-3.72392e-06
5,0,2.98053e-07
5,1,9.07332e-06
5,2,0.000173579
5,3,0.000128963
5,4,6.9545e-06
5,5,-2.55569e-07
6,0,1.09539e-08
6,1,3.06835e-07
6,2,4.97063e-06
6,3,8.0561e-06
6,4,4.48283e-06
6,5,-4.25443e-07
7,0,1.67662e-08
7,1,5.55773e-07
7,2,1.29936e-05
7,3,0.000168518
7,4,0.000155146
7,5,-1.38798e-05
8,0,3.70091e-07
8,1,1.26529e-05
8,2,0.000321847
8,3,0.00501725
8,4,0.00452078
8,5,-0.000332134
9,0,4.25184e-06
9,1,0.00015741
9,2,0.00477463
9,3,0.111321
9,4,0.0994812
9,5,-0.00465822
10,0,-4.18876e-07
10,1,-1.41806e-05
10,2,-0.000352351
10,3,-0.0051702
10,4,-0.00476275
10,5,0.000369643

t = 0.3:
0,0,2.17463e-08
0,1,3.31461e-07
0,2,1.52921e-06
0,3,1.10519e-06
0,4,1.24797e-07
0,5,-9.24252e-09
1,0,4.25851e-07
1,1,8.47563e-06
1,2,4.12594e-05
1,3,2.95098e-05
1,4,2.97442e-06
1,5,-2.04241e-07
2,0,4.51428e-06
2,1,8.61411e-05
2,2,0.000843872
2,3,0.000678368
2,4,5.57846e-05
2,5,-3.3705e-06
3,0,3.86036e-05
3,1,0.000863537
3,2,0.0152651
3,3,0.0125385
3,4,0.00067508
3,5,-3.26009e-05
4,0,5.08361e-05
4,1,0.00116841
4,2,0.0216157
4,3,0.0152201
4,4,0.000813518
4,5,-3.88395e-05
5,0,5.16582e-06
5,1,9.50024e-05
5,2,0.00115323
5,3,0.000837075
5,4,6.95285e-05
5,5,-4.358e-06
6,0,3.28835e-07
6,1,5.40409e-06
6,2,5.47039e-05
6,3,8.31992e-05
6,4,4.59965e-05
6,5,-7.35415e-06
7,0,4.76709e-07
7,1,9.23267e-06
7,2,0.000132835
7,3,0.0011077
7,4,0.000987248
7,5,-0.000145626
8,0,6.14115e-06
8,1,0.000127251
8,2,0.00206327
8,3,0.0214186
8,4,0.0189662
8,5,-0.00219723
9,0,4.28853e-05
9,1,0.000994882
9,2,0.0198559
9,3,0.314488
9,4,0.28143
9,5,-0.0198219
10,0,-7.59828e-06
10,1,-0.000153764
10,2,-0.00238567
10,3,-0.0224436
10,4,-0.0204872
10,5,0.0026114

t = 0.4:
0,0,2.41925e-07
0,1,2.60061e-06
0,2,1.00419e-05
0,3,7.33172e-06
0,4,1.10768e-06
0,5,-1.21523e-07
1,0,3.44817e-06
1,1,4.75977e-05
1,2,0.000196594
1,3,0.00014109
1,4,1.88734e-05
1,5,-1.88458e-06
2,0,2.9464e-05
2,1,0.000407119
2,2,0.00300437
2,3,0.00239562
2,4,0.000260553
2,5,-2.25083e-05
3,0,0.000189658
3,1,0.0031005
3,2,0.0403826
3,3,0.0330015
3,4,0.00237396
3,5,-0.000161636
4,0,0.000247962
4,1,0.0041576
4,2,0.0568594
4,3,0.0401702
4,4,0.00285599
4,5,-0.000191088
5,0,3.41307e-05
5,1,0.000451978
5,2,0.00408626
5,3,0.00297744
5,4,0.000327611
5,5,-2.97716e-05
6,0,3.09623e-06
6,1,3.61663e-05
6,2,0.000272089
6,3,0.000398431
6,4,0.000221386
6,5,-5.05685e-05
7,0,4.2825e-06
7,1,5.88305e-05
7,2,0.00062216
7,3,0.00393105
7,4,0.00345762
7,5,-0.000719396
8,0,3.9025e-05
8,1,0.000586026
8,2,0.00714236
8,3,0.0575323
8,4,0.0507387
8,5,-0.00799581
9,0,0.000197338
9,1,0.00338906
9,2,0.0519625
9,3,0.646792
9,4,0.581503
9,5,-0.0536146
10,0,-5.26766e-05
10,1,-0.000760632
10,2,-0.00867298
10,3,-0.0608826
10,4,-0.0557417
10,5,0.0101346

t = 0.5:
0,0,1.46405e-06
0,1,1.21519e-05
0,2,4.07912e-05
0,3,2.99596e-05
0,4,5.54589e-06
0,5,-8.22847e-07
1,0,1.64697e-05
1,1,0.000173391
1,2,0.000628469
1,3,0.000451072
1,4,7.37129e-05
1,5,-9.82069e-06
2,0,0.000118908
2,1,0.0012917
2,2,0.00773857
2,3,0.00611083
2,4,0.000812932
2,5,-9.2545e-05
3,0,0.00062294
3,1,0.0080463
3,2,0.0832432
3,3,0.06753
3,4,0.00602268
3,5,-0.000535114
4,0,0.000800622
4,1,0.0106178
4,2,0.115907
4,3,0.0825671
